# qr_emit_manifest_v1	kind	fields
meta	manifest_schema	qr_emit_manifest_v1
meta	build_id	campaign_synth_v1
meta	session_ordinal	136
meta	side	LONG
meta	leaf_count	39
meta	total_leaf_bytes	13027352
meta	signal	xor
source	synthetic	0000000000000000000000000000000000000000000000000000000000000000	synthetic://campaign/synth
census	synthetic	0000000000000000000000000000000000000000000000000000000000000000	synthetic://campaign/census
leaf	features/bins_index_option_print.npy	<i4	512,120,2	512	f12453a254967a5139e8544bd9864a2bc87b178fe44182e2d3c7c313a0a68fe3
leaf	features/bins_index_stock_nbbo.npy	<i4	512,120,2	512	3a05f7fdfb0ce76fd4798ae16fc41690267f8ebc5f2e24ac1a864e4f416f285f
leaf	features/bins_index_stock_print.npy	<i4	512,120,2	512	7757bcb533a4a9bc0a5de9fa890a92fefb5e3bf15746483acc652420e626fb61
leaf	features/candset.npy	<f4	512,8,24	512	ab3a256e26e3c3e1c6b52d1cf1263174388acce1463c51de3e84a3ad8b508609
leaf	features/candset_len.npy	<i4	512	512	ad3e07d649fa7605cd450e3c2f5c68e32bd313c1116a7d8cbaa328786b581f35
leaf	features/direct_raw.npy	<f4	512,3,60	512	c49b2d6a193c314b1f917a5e3527a0e1beaafcb3a91d87272d85c0ad47fd16ff
leaf	features/group_ts_option_print.npy	<i8	350	350	da4434b44757b3e98e86d0e7987065cc54a77117b3485c3be14945c0ac4f7bbd
leaf	features/group_ts_stock_nbbo.npy	<i8	28000	28000	ba4dabe21e17bec0170d30cca92fee4a303858b8e5102c0819ecd4182a5588d4
leaf	features/group_ts_stock_print.npy	<i8	900	900	bacd8b4350307a4949b0c0c3135cf07d35c246dc9bbeefd606af19530cd56087
leaf	features/groups_option_print.npy	<f4	350,89	350	1af7646fdf109718eec2a30f71eaed4a1947e8c0c91573e125c21e60b159fe20
leaf	features/groups_stock_nbbo.npy	<f4	28000,65	28000	18afae2849b53786fe5098d0f80fb45250004d3e6e217f329a82b2a65ac34c54
leaf	features/groups_stock_print.npy	<f4	900,69	900	0f92d09efd50fa11589c15c0cf6689f191655417baa76ee98809351086ff76c2
leaf	features/jsa_mod.npy	<i4	512,192	512	e8d10439e9f5b38689ddcb4b3ef49d65716cc1cef16a52d7d2c6a25fed07dbc2
leaf	features/jsa_phase.npy	|u1	512,192	512	269d8666572ed30c0ff35caddaabf4f471bb08b9880d06ad526e3673f5f42f96
leaf	features/jsa_slot.npy	<i4	512,192	512	62a508e144e4ce3de20d77a37ee1a0a0d3e30c9e81a14031a189cb080a1fbbdf
leaf	features/jsa_ts_us.npy	<i8	512,192	512	79ed8b698d39c216629ae6aa980d6ff5d088bfdaf9677ca5c820cac0b2d2901b
leaf	features/keys.npy	<i8	512,4	512	4ea242ccfe5b5307d2c9916db068c88e0bfe821f4feb89bae0f335e92871d664
leaf	features/locclock.npy	<f4	512,32	512	b14546ef7fd290f95fb64147151e737448c5f13318117e3833d20409196962dd
leaf	features/micro_ckpt_option_print.npy	<i4	512,6	512	33f042b142b8871b75eaec9270853cc1ffb77ea4dbfb47ddcd6b889826d6e10d
leaf	features/micro_ckpt_stock_nbbo.npy	<i4	512,6	512	33f042b142b8871b75eaec9270853cc1ffb77ea4dbfb47ddcd6b889826d6e10d
leaf	features/micro_ckpt_stock_print.npy	<i4	512,6	512	33f042b142b8871b75eaec9270853cc1ffb77ea4dbfb47ddcd6b889826d6e10d
leaf	features/micro_phase_option_print.npy	|u1	512,128	512	878c6d8275d59597929b9a40ee00e8dbd7248628a0b7e0da760e44169a041cc7
leaf	features/micro_phase_stock_nbbo.npy	|u1	512,128	512	d116752d542f922b2a95002ee6b1144ed92d4548461eccd7e8a254c87d1e22e1
leaf	features/micro_phase_stock_print.npy	|u1	512,128	512	b9878c3834b9e5e219aa83eb16835487f55ff7f85357f6cebebacfad2103a21f
leaf	features/micro_slot_option_print.npy	<i4	512,128	512	3f3520ec5fc1dd46d0a506b3d1ad4b50da27b73a4755b730184fb34e58f9bcc3
