# qr_emit_manifest_v1	kind	fields
meta	manifest_schema	qr_emit_manifest_v1
meta	build_id	campaign_synth_v1
meta	session_ordinal	132
meta	side	LONG
meta	leaf_count	39
meta	total_leaf_bytes	13027352
meta	signal	xor
source	synthetic	0000000000000000000000000000000000000000000000000000000000000000	synthetic://campaign/synth
census	synthetic	0000000000000000000000000000000000000000000000000000000000000000	synthetic://campaign/census
leaf	features/bins_index_option_print.npy	<i4	512,120,2	512	f12453a254967a5139e8544bd9864a2bc87b178fe44182e2d3c7c313a0a68fe3
leaf	features/bins_index_stock_nbbo.npy	<i4	512,120,2	512	3a05f7fdfb0ce76fd4798ae16fc41690267f8ebc5f2e24ac1a864e4f416f285f
leaf	features/bins_index_stock_print.npy	<i4	512,120,2	512	7757bcb533a4a9bc0a5de9fa890a92fefb5e3bf15746483acc652420e626fb61
leaf	features/candset.npy	<f4	512,8,24	512	44d880cc66d24ef8f10e522f0b7d35193dee61ca2e46efb2615036fbc222dc3e
leaf	features/candset_len.npy	<i4	512	512	ca9af61ef01c3d25f90645e07b9012cbdaa9ced1b89a3e30bfd493a19e2bb41c
leaf	features/direct_raw.npy	<f4	512,3,60	512	815855250aa092fd58c9fc1ad4c89eb0a6aefdb472b0728ffd4b7bf3afc1b5d5
leaf	features/group_ts_option_print.npy	<i8	350	350	4f2b37ee1bb75bb26af0946e4014db5929b8ee00e1eaac8bff85745c0d831912
leaf	features/group_ts_stock_nbbo.npy	<i8	28000	28000	30776b7948ec5cc7a013b4224da0e6a9987953f968d31fa8077d6705deabdd9b
leaf	features/group_ts_stock_print.npy	<i8	900	900	ee6feebb375dc77bc3a1e88a42c7c52eda2193c0fcb8982200494c273e54895e
leaf	features/groups_option_print.npy	<f4	350,89	350	8a28a8edc367200839e8daa45f6e3d426084905dd89fe47947e09bd0e4450912
leaf	features/groups_stock_nbbo.npy	<f4	28000,65	28000	e9c957676a74eed4c4a93b8e00cc969a2100d06509831f10a5e543959b75999f
leaf	features/groups_stock_print.npy	<f4	900,69	900	5816ea9dd097d4fc798e2508d9726fb3de9673cefb922dda1e9ab3d0bac3113e
leaf	features/jsa_mod.npy	<i4	512,192	512	e8d10439e9f5b38689ddcb4b3ef49d65716cc1cef16a52d7d2c6a25fed07dbc2
leaf	features/jsa_phase.npy	|u1	512,192	512	269d8666572ed30c0ff35caddaabf4f471bb08b9880d06ad526e3673f5f42f96
leaf	features/jsa_slot.npy	<i4	512,192	512	62a508e144e4ce3de20d77a37ee1a0a0d3e30c9e81a14031a189cb080a1fbbdf
leaf	features/jsa_ts_us.npy	<i8	512,192	512	903c35b87aa45953aa401b6d8f8904549e59f1b34630a71375b2eb8444e740a0
leaf	features/keys.npy	<i8	512,4	512	5970449c826bb0255ffe3392acc8c86d3679475dc307187a475c892f3288f77c
leaf	features/locclock.npy	<f4	512,32	512	0cc5460fe94ddafd2fdbe1805660c36c8325ad3d48a0aed1f21d9a41f8e3132d
leaf	features/micro_ckpt_option_print.npy	<i4	512,6	512	33f042b142b8871b75eaec9270853cc1ffb77ea4dbfb47ddcd6b889826d6e10d
leaf	features/micro_ckpt_stock_nbbo.npy	<i4	512,6	512	33f042b142b8871b75eaec9270853cc1ffb77ea4dbfb47ddcd6b889826d6e10d
leaf	features/micro_ckpt_stock_print.npy	<i4	512,6	512	33f042b142b8871b75eaec9270853cc1ffb77ea4dbfb47ddcd6b889826d6e10d
leaf	features/micro_phase_option_print.npy	|u1	512,128	512	720f89dd98af48b0255d45fd295082fdcebe1e6cbb18b07616e81027150fb015
leaf	features/micro_phase_stock_nbbo.npy	|u1	512,128	512	1b7a875ba484d7ff1c63a4326e3b6e151d2b721871810ce5d29e79aa4e57d567
leaf	features/micro_phase_stock_print.npy	|u1	512,128	512	c4fd4b5c9a626a54a9a24ed6bbe3c2a7d3aebbfccd9a763c33b6b1bcdb23b47a
