# qr_emit_manifest_v1	kind	fields
meta	manifest_schema	qr_emit_manifest_v1
meta	build_id	campaign_synth_v1
meta	session_ordinal	143
meta	side	LONG
meta	leaf_count	39
meta	total_leaf_bytes	13027352
meta	signal	xor
source	synthetic	0000000000000000000000000000000000000000000000000000000000000000	synthetic://campaign/synth
census	synthetic	0000000000000000000000000000000000000000000000000000000000000000	synthetic://campaign/census
leaf	features/bins_index_option_print.npy	<i4	512,120,2	512	f12453a254967a5139e8544bd9864a2bc87b178fe44182e2d3c7c313a0a68fe3
leaf	features/bins_index_stock_nbbo.npy	<i4	512,120,2	512	3a05f7fdfb0ce76fd4798ae16fc41690267f8ebc5f2e24ac1a864e4f416f285f
leaf	features/bins_index_stock_print.npy	<i4	512,120,2	512	7757bcb533a4a9bc0a5de9fa890a92fefb5e3bf15746483acc652420e626fb61
leaf	features/candset.npy	<f4	512,8,24	512	d0b94fc02134001b64d35871144f7d6aa68aaac44219941feefb646370ef6a01
leaf	features/candset_len.npy	<i4	512	512	1f93c1f59549278e5f2fe059cf93cd813de51bf1e5c55cd7879697593f085bdd
leaf	features/direct_raw.npy	<f4	512,3,60	512	dcb468e91b16cc919ef2a3e31b78e68288358e8f58a965b3d0a7636c6a076ce1
leaf	features/group_ts_option_print.npy	<i8	350	350	4219b6ba6e7ef15c34220a3711044dd21527d128014dae093d68da794eaa0b6d
leaf	features/group_ts_stock_nbbo.npy	<i8	28000	28000	3cf750a0130c80dda2a2adfa83e2522ec51c50ecbba611f3323a650e44db4f00
leaf	features/group_ts_stock_print.npy	<i8	900	900	01a74fea8c7389b30330c9dd5a23fbc0e0fbd051c11b232dadfc58e33d999275
leaf	features/groups_option_print.npy	<f4	350,89	350	367cb5114a46882e037c0dd41b183c5b72f8512f8d7befb427be1e562a437816
leaf	features/groups_stock_nbbo.npy	<f4	28000,65	28000	97a5d48c87e30781fd162d2a00f7484546a034ba3a4e4cc3f1f5c306d6d766bc
leaf	features/groups_stock_print.npy	<f4	900,69	900	19e3f8c0f427608b2a5748f0623bf04f6852bd6b70f1669fdc3a55c6d7a87f38
leaf	features/jsa_mod.npy	<i4	512,192	512	e8d10439e9f5b38689ddcb4b3ef49d65716cc1cef16a52d7d2c6a25fed07dbc2
leaf	features/jsa_phase.npy	|u1	512,192	512	269d8666572ed30c0ff35caddaabf4f471bb08b9880d06ad526e3673f5f42f96
leaf	features/jsa_slot.npy	<i4	512,192	512	62a508e144e4ce3de20d77a37ee1a0a0d3e30c9e81a14031a189cb080a1fbbdf
leaf	features/jsa_ts_us.npy	<i8	512,192	512	87a4c80b71afa2a88007649430dfe9ca2f682749ad614f49c045f6e20acc50e5
leaf	features/keys.npy	<i8	512,4	512	658329be0778fff89dd8a672b8f596da4f4759df0c5c000a8fc5b81f9d6d7b69
leaf	features/locclock.npy	<f4	512,32	512	ce0e68c2dd5bc32603ce5dcb5ff0dcd42e5114973c366fd24015126ef87df32c
leaf	features/micro_ckpt_option_print.npy	<i4	512,6	512	33f042b142b8871b75eaec9270853cc1ffb77ea4dbfb47ddcd6b889826d6e10d
leaf	features/micro_ckpt_stock_nbbo.npy	<i4	512,6	512	33f042b142b8871b75eaec9270853cc1ffb77ea4dbfb47ddcd6b889826d6e10d
leaf	features/micro_ckpt_stock_print.npy	<i4	512,6	512	33f042b142b8871b75eaec9270853cc1ffb77ea4dbfb47ddcd6b889826d6e10d
leaf	features/micro_phase_option_print.npy	|u1	512,128	512	b5e6679f11226d7d82b66f9131132f0b937484ce68f5d831caa8d42c0c133d6c
leaf	features/micro_phase_stock_nbbo.npy	|u1	512,128	512	e11e5a9a7287849e9eb383b1a8c163f0775cd334dc3a4f1555a6069743f80bcb
leaf	features/micro_phase_stock_print.npy	|u1	512,128	512	a08de1f1d47eb43e512d7fbcedc2cc5d52eb403526ecd2d595763eb1ac8d615f
