# PORT M2 port m2 NEW DECISION OBJECTS — joint (member x delay) ranking, rank-then-gate-verify, optimal stopping (E3-E7 develop, E8 one blind read) (lane=port-m2-newobj; version=PORT-M2-NEWOBJ-V1; seed=20260813)
# E8 QUARANTINE: every fit, threshold and selection in this file is made on E3-E7 only; E8 rows are ONE labeled blind read and were never an input to any choice.
# arm = feature-bagged ensemble on the per-era selected weighting
# Computed from the SAME replay the $/session table uses, so the panel and the headline cannot disagree.
# dd_* are INTRA-SESSION drawdowns of the seated P&L sequence; the D-030 law is a $1000 maximum and frac_sessions_dd_over_1000 is the breach rate.
# Weekly rows use ISO weeks; weekly_pnl_p10 is the 10th percentile week -- the user's weekly framing of a bad run.
# precision_at_1000 is the fraction of TAKES paying >= $1000 (the D-021 target), not a model probability.
# takes_per_day_* are per SESSION, i.e. per (asset, trading day) -- the unit the one-position contract applies to -- not per calendar day across the three books.
arm	era	asset	n_sessions	n_takes	takes_per_day_mean	takes_per_day_p50	takes_per_day_max	win_rate	precision_at_1000	usd_per_trade_mean	usd_per_trade_median	usd_per_trade_p10	usd_per_trade_p90	mae_mean	mae_p50	mae_p90	wall_hit_rate	usd_per_session	dd_p50	dd_p90	dd_max	frac_sessions_dd_over_1000	losing_day_frac	n_weeks	weekly_pnl_mean	weekly_pnl_p10	losing_week_frac	longest_losing_streak_days	d077_vetoed_candidates
CURRICULUM_BAGGED	E3	ALL	390	1191	3.05	3.0	4.0	0.5609	0.1243	158.22	101.25	-930.0	1176.25	372.93	225.0	937.5	0.3997	483.18	841.87	1473.0	3345.0	0.2333	0.4051	27	6979.21	-826.75	0.1481	4	6460
CURRICULUM_BAGGED	E3	SI	130	400	3.08	3.0	4.0	0.55	0.16	233.75	113.75	-930.0	1510.0	464.0	256.25	1202.5	0.4725	719.23	930.0	1860.0	3345.0	0.2692	0.3846	27	3462.96	-235.5	0.1111	3	
CURRICULUM_BAGGED	E3	HG	130	396	3.05	3.0	4.0	0.596	0.1288	160.99	135.62	-930.0	1216.87	354.15	231.25	871.87	0.3838	490.39	760.62	1286.38	2383.75	0.2077	0.4154	27	2361.16	-1088.25	0.2222	4	
CURRICULUM_BAGGED	E3	NKD	130	395	3.04	3.0	4.0	0.5367	0.0835	78.96	57.5	-930.0	915.0	299.53	200.0	725.0	0.3418	239.9	492.5	1379.5	2240.0	0.2231	0.4154	27	1155.09	-1672.0	0.2963	5	
CURRICULUM_BAGGED	E4	ALL	385	1155	3.0	3.0	3.0	0.6589	0.1463	322.12	220.0	-583.75	1217.5	269.31	143.75	691.25	0.2952	966.36	217.5	958.0	1910.0	0.0909	0.2182	26	14309.62	5234.38	0.0	2	6324
CURRICULUM_BAGGED	E4	SI	128	384	3.0	3.0	3.0	0.6797	0.1641	428.85	313.75	-613.75	1487.5	379.17	212.5	962.5	0.3958	1286.56	223.75	935.25	1860.0	0.0938	0.2109	26	6333.85	368.75	0.0385	4	
CURRICULUM_BAGGED	E4	HG	128	384	3.0	3.0	3.0	0.6094	0.1406	237.81	170.0	-609.38	1138.75	247.04	125.0	652.5	0.2865	713.42	283.13	960.25	1860.0	0.0938	0.2734	26	3512.21	1012.5	0.0385	3	
CURRICULUM_BAGGED	E4	NKD	129	387	3.0	3.0	3.0	0.6873	0.1344	299.88	220.0	-510.0	1150.0	182.4	112.5	462.5	0.2041	899.63	155.0	965.0	1910.0	0.0853	0.1705	26	4463.56	2093.75	0.0385	2	
CURRICULUM_BAGGED	E5	ALL	387	1161	3.0	3.0	3.0	0.6985	0.1266	328.41	245.0	-405.0	1151.25	213.33	112.5	575.0	0.2162	985.23	172.5	930.0	2790.0	0.031	0.1602	26	14664.71	7585.0	0.0	1	6108
CURRICULUM_BAGGED	E5	SI	129	387	3.0	3.0	3.0	0.6796	0.137	356.14	282.5	-530.0	1250.0	297.38	162.5	737.5	0.3411	1068.43	230.0	930.0	2790.0	0.0543	0.2093	26	5301.06	31.25	0.1154	3	
CURRICULUM_BAGGED	E5	HG	129	387	3.0	3.0	3.0	0.6977	0.0724	244.48	188.75	-295.0	910.0	146.79	75.0	345.0	0.1214	733.45	155.0	644.0	1122.5	0.0078	0.1318	26	3639.04	1582.5	0.0	3	
CURRICULUM_BAGGED	E5	NKD	129	387	3.0	3.0	3.0	0.7183	0.1705	384.6	307.5	-465.0	1320.0	195.83	112.5	530.0	0.186	1153.8	167.5	930.0	1415.0	0.031	0.1395	26	5724.62	2762.5	0.0	2	
CURRICULUM_BAGGED	E6	ALL	384	1152	3.0	3.0	3.0	0.6059	0.1667	289.7	195.0	-930.0	1419.38	347.75	187.5	837.5	0.342	869.1	482.5	1306.25	2790.0	0.1901	0.3151	26	12835.91	5587.5	0.0	2	6264
CURRICULUM_BAGGED	E6	SI	128	384	3.0	3.0	3.0	0.6068	0.1953	393.8	257.5	-930.0	1676.25	454.26	256.25	1037.5	0.4323	1181.39	595.0	1257.5	2790.0	0.2031	0.2969	26	5816.06	1681.25	0.0	3	
CURRICULUM_BAGGED	E6	HG	128	384	3.0	3.0	3.0	0.599	0.099	185.28	170.0	-883.75	977.5	263.51	137.5	646.25	0.2682	555.85	301.88	1185.87	2790.0	0.1328	0.2969	26	2736.49	-728.13	0.1923	4	
CURRICULUM_BAGGED	E6	NKD	128	384	3.0	3.0	3.0	0.612	0.2057	290.02	182.5	-955.0	1533.75	325.49	200.0	712.5	0.3255	870.06	638.75	1367.25	2277.5	0.2344	0.3516	26	4283.37	-293.75	0.1154	5	
CURRICULUM_BAGGED	E7	ALL	393	1179	3.0	3.0	3.0	0.6947	0.2231	482.17	357.5	-930.0	1770.0	323.98	162.5	787.5	0.3511	1446.5	267.5	1260.0	2865.0	0.1374	0.2239	27	21054.58	8412.5	0.037	2	5098
CURRICULUM_BAGGED	E7	SI	131	393	3.0	3.0	3.0	0.6743	0.2774	551.46	420.0	-930.0	1977.5	404.39	250.0	1020.0	0.4758	1654.37	455.0	1377.5	2865.0	0.1527	0.229	27	8026.76	3010.0	0.037	2	
CURRICULUM_BAGGED	E7	HG	131	393	3.0	3.0	3.0	0.7455	0.1094	333.76	313.75	-380.0	1013.75	191.46	112.5	510.0	0.2087	1001.27	123.75	930.0	1772.5	0.0611	0.1756	27	4858.01	1646.25	0.0	4	
